train/quchaoyouhuo/1542621736.7894316.jpg,46
train/rancha_taoxiang/1542620898.2936738.jpg,49
train/wangzai/1542598286.2463326.jpg,63
VOCstatic_base80/JPEGImages/1535077094932937830.jpg,71
VOCstatic_base80/JPEGImages/1483738771486217501.jpg,62
train/nongxin_labaicai/1542610025.983794.jpg,43
train/kangshifu_beef/1542598198.7766538.jpg,23
VOCstatic_base80/JPEGImages/1535082051135257512.jpg,16
VOCstatic_base80/JPEGImages/1483738720654488746.jpg,48
train/xianqu_nature/1542620812.5896626.jpg,66
VOCstatic_base80/JPEGImages/1535707298700588902.jpg,46
train/haoliyou_danpai/1542607079.8828657.jpg,17
train/tianwo_fengmiyouzi/1542609445.398091.jpg,56
train/kangshifu_suancai/1542596295.2753081.jpg,28
train/tongyi_beef/1542596429.8399458.jpg,57
VOCstatic_base80/JPEGImages/1535087856479309384.jpg,35
VOCstatic_base80/JPEGImages/1535079081111576935.jpg,0
train/haizhiyan/1542621369.84167.jpg,16
VOCstatic_base80/JPEGImages/1535082740606400968.jpg,45
VOCstatic_base80/JPEGImages/1535080717118095073.jpg,12
VOCstatic_base80/JPEGImages/1535088313852237446.jpg,34
train/xiaomingtongxue/1542596998.564406.jpg,67
train/maidong_shuimitao/1542622590.4594624.jpg,36
train/quchaoyouhuo/1542621725.9650028.jpg,46
train/heweidao_haixian/1542610342.9112654.jpg,19
VOCstatic_base80/JPEGImages/1535087803323686597.jpg,35
train/tongyi_beef/1542596422.2892675.jpg,57
train/kangshifu_beef/1542598206.9461427.jpg,23
train/meizhiyuan/1542607342.6838334.jpg,37
train/kangshifu_suancai/1542596286.0875347.jpg,28
train/baishikele_xiao/1542607996.577606.jpg,7
train/heweidao_zhugu/1542610189.5900934.jpg,21
VOCstatic_base80/JPEGImages/1483735985214532013.jpg,63
VOCstatic_base80/JPEGImages/1535077672639183654.jpg,58
train/yibao/1542621624.001551.jpg,71
VOCstatic_base80/JPEGImages/1535082325556837366.jpg,33
train/baoguangli/1542612543.450395.jpg,9
train/xianqu_nature/1542620806.2622056.jpg,66
train/tongyi_hongcha/1542622777.965263.jpg,58
train/xiaomingtongxue/1542597012.246898.jpg,67
train/maidong_mangguo/1542622473.3226783.jpg,34
train/quduoduo_quqi/1542610583.0670469.jpg,47
train/kangshifu_fengmiyouzi/1542612235.766758.jpg,25
train/nongxin_beef/1542610092.6027265.jpg,42
train/tongyi_beef/1542596425.9631243.jpg,57
train/tongyi_lvcha/1542609199.597498.jpg,59
train/shuiquduo/1542620996.2281969.jpg,54
train/fenda_da/1542609099.2679405.jpg,14
train/xianqu_nature/1542620815.6517382.jpg,66
VOCstatic_base80/JPEGImages/1535087679928687976.jpg,35
VOCstatic_base80/JPEGImages/1535707036237976415.jpg,2
VOCstatic_base80/JPEGImages/1535088186512527967.jpg,17
train/kangshifu_binghongcha/1542612125.26923.jpg,24
train/molimicha/1542609350.5254722.jpg,39
train/maidong_qingning/1542622408.2771044.jpg,35
VOCstatic_base80/JPEGImages/1483738302481133880.jpg,60
train/maidong_mangguo/1542622489.2472093.jpg,34
train/xiaomingtongxue/1542596994.6844096.jpg,67
train/baisuishan/1542621797.2024975.jpg,8
train/molimicha/1542609354.4063885.jpg,39
train/nongxin_beef/1542610089.1311915.jpg,42
train/heweidao_haixian/1542610348.6291952.jpg,19
VOCstatic_base80/JPEGImages/1535081660519073082.jpg,29
train/baoguangli/1542612545.8978708.jpg,9
train/rancha_chunxiang/1542620546.8079216.jpg,48
train/leshi_zhencui/1542620711.683591.jpg,32
train/lanfangyuan/1542612450.4789824.jpg,31
train/tongyi_beef/1542596415.7503304.jpg,57
train/fenda_da/1542609098.6558673.jpg,14
train/ITOEN_damaicha/1542612647.6472373.jpg,0
VOCstatic_base80/JPEGImages/1535707668882362360.jpg,57
VOCstatic_base80/JPEGImages/1535078651779122536.jpg,0
train/tongyi_suancai/1542609932.5376291.jpg,60
train/kangshifu_lianru/1542611810.929602.jpg,27
train/haoliyou_danpai/1542607069.8790586.jpg,17
train/kangshifu_suancai/1542596283.6337101.jpg,28
train/sandeli_liqumeika/1542620397.7202969.jpg,50
VOCstatic_base80/JPEGImages/1535081992735578870.jpg,39
VOCstatic_base80/JPEGImages/1535080524916610099.jpg,6
VOCstatic_base80/JPEGImages/1483737800500260321.jpg,66
train/maidong_qingning/1542622408.8888588.jpg,35
train/miaofu/1542595856.0971408.jpg,38
train/qintao/1542623065.4982126.jpg,45
train/nongfushanquan/1542596737.2609704.jpg,41
train/wanglaoji/1542608257.9010599.jpg,61
VOCstatic_base80/JPEGImages/1483738797818023438.jpg,62
VOCstatic_base80/JPEGImages/1535079083899514285.jpg,69
VOCstatic_base80/JPEGImages/1483736077677990813.jpg,63
VOCstatic_base80/JPEGImages/1535080521507723956.jpg,56
VOCstatic_base80/JPEGImages/1535080921440382723.jpg,12
VOCstatic_base80/JPEGImages/1535087226969180318.jpg,30
train/kekoukele_xiao/1542607771.6721241.jpg,30
train/moliqingcha/1542622916.8360963.jpg,40
train/kangshifu_suancai/1542596292.4164464.jpg,28
train/shuiquduo/1542620994.7955544.jpg,54
train/yiquan/1542621097.7037647.jpg,72
train/xuebi_da/1542596566.9895406.jpg,69
train/kekoukele_da/1542607898.9056575.jpg,29
train/haizhiyan/1542621386.1795816.jpg,16
train/xiaomingtongxue_lvcha/1542607530.7676537.jpg,68
train/qintao/1542623053.2463183.jpg,45
VOCstatic_base80/JPEGImages/1483737705516845656.jpg,54
train/lanfangyuan/1542612464.566713.jpg,31
train/baoguangli/1542612551.8219192.jpg,9
train/wanglaoji_500/1542609717.4938273.jpg,62
VOCstatic_base80/JPEGImages/1483737520581999038.jpg,54
train/nongxin_labaicai/1542610019.0462632.jpg,43
train/yibao/1542621625.0215104.jpg,71
VOCstatic_base80/JPEGImages/1483736442195675479.jpg,63
VOCstatic_base80/JPEGImages/1535078383273319061.jpg,58
VOCstatic_base80/JPEGImages/1535707443187704466.jpg,57
train/xiaomingtongxue_lvcha/1542607544.0437465.jpg,68
VOCstatic_base80/JPEGImages/1535708639524230491.jpg,42
VOCstatic_base80/JPEGImages/1483739074280298986.jpg,13
train/yiquan/1542621103.2176964.jpg,72
VOCstatic_base80/JPEGImages/1535078374761383164.jpg,11
train/wanglaoji_500/1542609720.559975.jpg,62
train/leshi_zhencui/1542620695.555795.jpg,32
train/shuiquduo/1542621002.1475844.jpg,54
train/rancha_chunxiang/1542620545.379737.jpg,48
train/jingdiannaicha/1542611588.2491643.jpg,22
train/haoliyou_danpai/1542607076.2070017.jpg,17
VOCstatic_base80/JPEGImages/1483737802336229734.jpg,2
VOCstatic_base80/JPEGImages/1535087670885757518.jpg,44
train/quduoduo_quqi/1542610598.9952462.jpg,47
train/heweidao_haixian/1542610342.097694.jpg,19
train/ITOEN_lvcha/1542622707.3448112.jpg,1
train/aoliao_nature/1542610490.134504.jpg,2
train/leshi_zhencui/1542620705.7635994.jpg,32
train/ITOEN_damaicha/1542612643.3570316.jpg,0
train/kangshifu_binghongcha/1542612128.5372367.jpg,24
VOCstatic_base80/JPEGImages/1535087733764268129.jpg,35
train/kangshifu_beef/1542598194.49018.jpg,23
train/xiaomingtongxue_lvcha/1542607547.3079252.jpg,68
train/haoliyou_qiaopai/1542607190.9172418.jpg,18
VOCstatic_base80/JPEGImages/1483737729616717690.jpg,43
VOCstatic_base80/JPEGImages/1535080733254975660.jpg,21
train/baoguangli/1542612546.305819.jpg,9
